causa_morte,descricao_morte,soma_morte
V446,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,283
E146,Diabetes Mellitus Não Especificado,282
Y044,Agressão Por Meio de Força Corporal,281
W100,Queda em ou de Escadas ou Degraus,280
R579,Choque Não Especificado,279
N188,Outra Insuficiência Renal Crônica,279
Q899,Malformações Congênitas Não Especificadas,278
W130,Queda de ou Para Fora de Edifícios ou Outras Estruturas,277
D696,Trombocitopenia Não Especificada,277
I498,Outras Arritmias Cardíacas Especificadas,275
G710,Distrofia Muscular,274
D571,Anemia Falciforme Sem Crise,273
C749,"Neoplasia Maligna da Glândula Supra-renal, Não Especificada",273
N309,"Cistite, Não Especificada",272
C160,Neoplasia Maligna da Cárdia,271
N038,Síndrome Nefrítica Crônica,268
C678,Neoplasia Maligna da Bexiga Com Lesão Invasiva,268
W139,Queda de ou Para Fora de Edifícios ou Outras Estruturas,267
J069,Infecção Aguda Das Vias Aéreas Superiores Não Especificada,266
I872,Insuficiência Venosa (crônica) (periférica),265
E116,Diabetes Mellitus Não-insulino-dependente,264
C785,Neoplasia Maligna Secundária do Intestino Grosso e do Reto,264
D381,"Neoplasia de Comportamento Incerto ou Desconhecido da Traquéia, Brônquios e Pulmão",263
Q790,Hérnia Diafragmática Congênita,262
K805,Calculose de Via Biliar Sem Colangite ou Colecistite,262
G308,Outras Formas de Doença de Alzheimer,262
K929,"Doença do Aparelho Digestivo, Sem Outra Especificação",261
C328,Neoplasia Maligna da Laringe Com Lesão Invasiva,261
K858,Outras Pancreatites Agudas,256
Y357,"Intervenção Legal, Meio Não Especificado",255
K572,Doença Diverticular do Intestino Grosso Com Perfuração e Abscesso,255
J128,Outras Pneumonias Virais,254
C716,Neoplasia Maligna do Cerebelo,253
Y209,"Enforcamento, Estrangulamento e Sufocação, Intenção Não Determinada",252
V879,Pessoa Traumatizada em Outros Acidentes de Transporte Especificados (com Colisão) (sem Colisão) Envolvendo um Veículo Não-motorizado (acidente de Trânsito),252
Q234,Síndrome do Coração Esquerdo Hipoplásico,252
I635,Infarto Cerebral Devido a Oclusão ou Estenose Não Especificadas de Artérias Cerebrais,252
K409,"Hérnia Inguinal Unilateral ou Não Especificada, Sem Obstrução ou Gangrena",250
B948,Seqüelas de Outras Doenças Infecciosas e Parasitárias Especificadas,250
V489,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,249
B909,Seqüelas de Tuberculose Das Vias Respiratórias e de Órgãos Não Especificados,248
W109,Queda em ou de Escadas ou Degraus,247
K264,Úlcera Duodenal,247
E780,Hipercolesterolemia Pura,247
P073,Outros Recém-nascidos de Pré-termo,246
Y218,"Afogamento e Submersão, Intenção Não Determinada",245
K469,"Hérnia Abdominal Não Especificada, Sem Obstrução ou Gangrena",245
J869,Piotórax Sem Fístula,245
X910,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",244
P015,Feto e Recém-nascido Afetados Por Gravidez Múltipla,244
I359,Transtornos Não Especificados da Valva Aórtica,244
I212,Infarto Agudo Transmural do Miocárdio de Outras Localizações,243
I690,Seqüelas de Hemorragia Subaracnoídea,242
X090,"Exposição a Tipo Não Especificado de Fumaça, Fogo ou Chamas",241
M844,Fratura Patológica Não Classificada em Outra Parte,241
K768,Outras Doenças Especificadas do Fígado,239
I272,Outra Hipertensão Pulmonar Secundária,239
V449,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,235
M625,Perda e Atrofia Muscular Não Classificadas em Outra Parte,235
A499,Infecção Bacteriana Não Especificada,233
X800,Lesão Autoprovocada Intencionalmente Por Precipitação de um Lugar Elevado,230
W060,Queda de um Leito,230
Q248,Outras Malformações Congênitas Especificadas do Coração,230
K560,Íleo Paralítico,230
I738,Outras Doenças Vasculares Periféricas Especificadas,229
C341,"Neoplasia Maligna do Lobo Superior, Brônquio ou Pulmão",228
V235,"Motociclista Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Passageiro Traumatizado em um Acidente de Trânsito",227
X640,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",226
D539,Anemia Nutricional Não Especificada,226
Q039,Hidrocefalia Congênita Não Especificada,225
I050,Estenose Mitral,224
P239,Pneumonia Congênita Não Especificada,223
I129,Doença Renal Hipertensiva Sem Insuficiência Renal,223
D489,Neoplasia de Comportamento Incerto ou Desconhecido Sem Outra Especificação,223
C767,Neoplasia Maligna de Outras Localizações Mal Definidas,223
A153,"Tuberculose Pulmonar, Com Confirmação Por Meio Não Especificado",223
E871,Hiposmolaridade e Hiponatremia,222
K274,Úlcera Péptica de Localização Não Especificada,221
J961,Insuficiência Respiratória Crônica,221
J118,"Influenza (gripe) Com Outras Manifestações, Devida a Vírus Não Identificado",221
K808,Outras Colelitíases,220
F99,Transtorno Mental Não Especificado em Outra Parte,220
Q793,Gastrosquise,218
K801,Calculose da Vesícula Biliar Com Outras Formas de Colecistite,218
J219,Bronquite Aguda Não Especificada,218
I472,Taquicardia Ventricular,218
G939,Transtorno Não Especificado do Encéfalo,217
V249,Motociclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,216
I339,Endocardite Aguda Não Especificada,216
G629,Polineuropatia Não Especificada,216
Y309,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada",214
G610,Síndrome de Guillain-Barré,213
K760,Degeneração Gordurosa do Fígado Não Classificada em Outra Parte,211
J47,Bronquectasia,211
B203,Doença Pelo HIV Resultando em Outras Infecções Virais,211
Y008,Agressão Por Meio de um Objeto Contundente,210
K590,Constipação,210
K509,Doença de Crohn de Localização Não Especificada,209
I319,Doença Não Especificada do Pericárdio,209
P035,Feto e Recém-nascido Afetados Por Parto Precipitado,208
J40,Bronquite Não Especificada Como Aguda ou Crônica,208
I672,Aterosclerose Cerebral,208
I608,Outras Hemorragias Subaracnóides,208
C793,Neoplasia Maligna Secundária do Encéfalo e Das Meninges Cerebrais,208
V685,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,207
I674,Encefalopatia Hipertensiva,207
C049,"Neoplasia Maligna do Assoalho da Boca, Não Especificado",206
K275,Úlcera Péptica de Localização Não Especificada,205
K250,Úlcera Gástrica,205
D479,"Neoplasia de Comportamento Incerto ou Desconhecido Dos Tecidos Linfático, Hematopoético e Tecidos Correlatos, Não Especificada",205
D471,Doença Mieloproliferativa Crônica,205
C718,Neoplasia Maligna do Encéfalo Com Lesão Invasiva,204
C845,Outros Linfomas de Células T e os Não Especificados,203
J42,Bronquite Crônica Não Especificada,202
P038,Feto e Recém-nascido Afetados Por Outras Complicações Especificadas do Trabalho de Parto e do Parto,201
I139,"Doença Cardíaca e Renal Hipertensiva, Não Especificada",200
W799,Inalação e Ingestão de Alimentos Causando Obstrução do Trato Respiratório,199
I613,Hemorragia Intracerebral do Tronco Cerebral,199
C919,"Leucemia Linfóide, Não Especificada",199
X429,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,198
M009,"Artrite Piogênica, Não Especificada",198
I080,Transtornos de Valvas Mitral e Aórtica,197
C795,Neoplasia Maligna Secundária Dos Ossos e da Medula Óssea,197
M726,Fasciíte Necrosante,194
K766,Hipertensão Portal,194
Y289,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",193
V279,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,193
R568,Outras Convulsões e as Não Especificadas,193
C411,Neoplasia Maligna da Mandíbula,191
B209,Doença Pelo HIV Resultando em Doença Infecciosa ou Parasitária Não Especificada,191
V494,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",190
X957,Agressão Por Meio de Disparo de Outra Arma de Fogo ou de Arma Não Especificada,189
X649,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",189
V439,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Ocupante Não Especificado de um Automóvel (carro) Traumatizado em um Acidente de Trânsito",189
F179,Transtornos Mentais e Comportamentais Devidos ao Uso de Fumo,189
I089,Doença Não Especificada de Múltiplas Valvas,188
Y290,"Contato Com Objeto Contundente, Intenção Não Determinada",187
E100,Diabetes Mellitus Insulino-dependente,187
D65,Coagulação Intravascular Disseminada (síndrome de Desfibrinação),187
I130,Doença Cardíaca e Renal Hipertensiva Com Insuficiência Cardíaca (congestiva),186
B550,Leishmaniose Visceral,186
Y839,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Intervenção Cirúrgica, Não Especificada, Sem Menção de Acidente Durante a Intervenção",185
J438,Outras Formas de Enfisema,185
Y098,Agressão Por Meios Não Especificados,184
P280,Atelectasia Primária do Recém-nascido,184
A199,Tuberculose Miliar Não Especificada,184
J46,Estado de Mal Asmático,183
I630,Infarto Cerebral Devido a Trombose de Artérias Pré-cerebrais,183
X720,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,182
N119,Nefrite Túbulo-intersticial Crônica Não Especificada,182
I744,Embolia e Trombose de Artérias Dos Membros Não Especificadas,182
C184,Neoplasia Maligna do Cólon Transverso,182
V476,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Objeto Fixo ou Parado,181
X499,Envenenamento (intoxicação) Acidental Por e Exposição a Outras Substâncias Químicas Nocivas e às Não Especificadas,179
C150,Neoplasia Maligna da Porção Cervical do Esôfago (esôfago Cervical),179
K921,Melena,177
V204,Motociclista Traumatizado em Colisão Com um Pedestre ou um Animal,176
K256,Úlcera Gástrica,176
I250,"Doença Cardiovascular Aterosclerótica, Descrita Desta Maneira",176
G936,Edema Cerebral,176
P399,Infecção Própria do Período Perinatal Não Especificada,175
P291,Disritmia Cardíaca Neonatal,175
D759,Doença Não Especificada do Sangue e Dos Órgãos Hematopoéticos,174
A279,Leptospirose Não Especificada,174
A159,"Tuberculose Não Especificada Das Vias Respiratórias, Com Confirmação Bacteriológica e Histológica",174
O96,"Morte, Por Qualquer Causa Obstétrica, Que Ocorre Mais de 42 Dias, Mas Menos de 1 Ano, Após o Parto",173
N178,Outro Tipo de Insuficiência Renal Aguda,173
K37,"Apendicite, Sem Outras Especificações",173
G405,Síndromes Epilépticas Especiais,173
C059,"Neoplasia Maligna do Palato, Não Especificado",173
Y219,"Afogamento e Submersão, Intenção Não Determinada",172
R578,Outras Formas de Choque,172
W184,Outras Quedas no Mesmo Nível,171
R95,Síndrome da Morte Súbita na Infância,171
P968,Outras Afecções Especificadas Originadas no Período Perinatal,171
D70,Agranulocitose,171
C384,Neoplasia Maligna da Pleura,170
A047,Enterocolite Devida a Clostridium Difficile,170
V229,Motociclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,169
N111,Pielonefrite Obstrutiva Crônica,169
K639,"Doença do Intestino, Sem Outra Especificação",167
G318,Outras Doenças Degenerativas Especificadas do Sistema Nervoso,167
Y899,Seqüelas de Causa Externa Não Especificada,166
X914,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",166
W874,Exposição a Corrente Elétrica Não Especificada,166
E840,Fibrose Cística Com Manifestações Pulmonares,166
A86,"Encefalite Viral, Não Especificada",166
B659,Esquistossomose Não Especificada,165
Q213,Tetralogia de Fallot,164
D683,Transtorno Hemorrágico Devido a Anticoagulantes Circulantes,164
B205,Doença Pelo HIV Resultando em Outras Micoses,164
M809,Osteoporose Não Especificada Com Fratura Patológica,163
G039,Meningite Não Especificada,163
C320,Neoplasia Maligna da Glote,163
B222,Doença Pelo HIV Resultando em Síndrome de Emaciação,163
K632,Fístula do Intestino,161
C241,Neoplasia Maligna da Ampola de Vater,161
Y834,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Outras Cirurgias Reparadoras, Sem Menção de Acidente Durante a Intervenção",160
K449,Hérnia Diafragmática Sem Obstrução ou Gangrena,160
I830,Varizes Dos Membros Inferiores Com Úlcera,160
E785,Hiperlipidemia Não Especificada,160
X938,Agressão Por Meio de Disparo de Arma de Fogo de Mão,159
C761,Neoplasia Maligna do Tórax,159
K740,Fibrose Hepática,158
K420,"Hérnia Umbilical Com Obstrução, Sem Gangrena",158
D376,"Neoplasia de Comportamento Incerto ou Desconhecido do Fígado, Vesícula Biliar e Vias Biliares",158
C162,Neoplasia Maligna do Corpo do Estômago,158
P249,Síndrome de Aspiração Neonatal Não Especificada,157
D329,"Neoplasia Benigna Das Meninges, Não Especificada",157
K593,Megacólon Não Classificado em Outra Parte,156
I313,Derrame Pericárdico (não-inflamatório),156
V645,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,155
I715,"Aneurisma da Aorta Tóraco-abdominal, Roto",155
K745,"Cirrose Biliar, Sem Outra Especificação",154
X780,Lesão Autoprovocada Intencionalmente Por Objeto Cortante ou Penetrante,153
G10,Doença de Huntington,153
B570,"Forma Aguda da Doença de Chagas, Com Comprometimento Cardíaco",153
J939,Pneumotórax Não Especificado,152
I471,Taquicardia Supraventricular,152
X610,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",151
V877,Pessoa Traumatizada em Uma Colisão Entre Outros Veículos a Motor Especificados (acidente de Trânsito),151
V800,Queda ou Ejeção de Uma Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal em um Acidente Sem Colisão,151
V296,"Motociclista Não Especificado Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor em um Acidente de Trânsito",151
K290,Gastrite Hemorrágica Aguda,151
B181,Hepatite Crônica Viral B Sem Agente Delta,151
I803,"Flebite e Tromboflebite Dos Membros Inferiores, Não Especificada",150
C52,Neoplasia Maligna da Vagina,150
B169,Hepatite Aguda B Sem Agente Delta e Sem Coma Hepático,150
K804,Calculose de Via Biliar Com Colecistite,149
J980,Outras Doenças Dos Brônquios Não Classificadas em Outra Parte,149
J150,Pneumonia Devida à Klebsiella Pneumoniae,148
C186,Neoplasia Maligna do Cólon Descendente,148
I214,Infarto Agudo Subendocárdico do Miocárdio,147
C438,Melanoma Maligno Invasivo da Pele,147
Y269,"Exposição a Fumaça, Fogo e Chamas, Intenção Não Determinada",146
V870,Pessoa Traumatizada em Uma Colisão Entre um Automóvel (carro) e um Veículo a Motor de Duas ou Três Rodas (acidente de Trânsito),146
Y090,Agressão Por Meios Não Especificados,145
X701,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação",145
K573,Doença Diverticular do Intestino Grosso Sem Perfuração ou Abscesso,145
I514,Miocardite Não Especificada,145
I607,Hemorragia Subaracnóide Proveniente de Artéria Intracraniana Não Especificada,144
W170,Outras Quedas de um Nível a Outro,143
Q02,Microcefalia,143
P008,Feto e Recém-nascido Afetados Por Outras Afecções Maternas,143
K860,Pancreatite Crônica Induzida Por Álcool,143
K461,Hérnia Abdominal Não Especificada Com Gangrena,143
G312,Degeneração do Sistema Nervoso Devida ao Álcool,143
W194,Queda Sem Especificação,142
L989,"Afecções da Pele e do Tecido Subcutâneo, Não Especificados",142
F103,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,142
Y836,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Remoção de um Outro Órgão (parcial) (total), Sem Menção de Acidente Durante a Intervenção",141
