causa_morte,descricao_morte,soma_morte
V489,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,276
K560,Íleo Paralítico,276
I080,Transtornos de Valvas Mitral e Aórtica,276
A279,Leptospirose Não Especificada,273
F101,Transtornos Mentais e Comportamentais Devidos ao Uso de Álcool,271
M844,Fratura Patológica Não Classificada em Outra Parte,270
Y218,"Afogamento e Submersão, Intenção Não Determinada",269
D539,Anemia Nutricional Não Especificada,269
G629,Polineuropatia Não Especificada,268
Y294,"Contato Com Objeto Contundente, Intenção Não Determinada",267
E789,Distúrbio Não Especificado do Metabolismo de Lipoproteínas,267
G936,Edema Cerebral,263
C211,Neoplasia Maligna do Canal Anal,262
K275,Úlcera Péptica de Localização Não Especificada,261
D381,"Neoplasia de Comportamento Incerto ou Desconhecido da Traquéia, Brônquios e Pulmão",261
X366,"Vítima de Avalanche, Desabamento de Terra e Outros Movimentos da Superfície Terrestre",260
V486,Ocupante de um Automóvel (carro) Traumatizado em um Acidente de Transporte Sem Colisão,260
Q039,Hidrocefalia Congênita Não Especificada,260
C341,"Neoplasia Maligna do Lobo Superior, Brônquio ou Pulmão",260
N399,Transtornos Não Especificados do Aparelho Urinário,259
I339,Endocardite Aguda Não Especificada,258
C160,Neoplasia Maligna da Cárdia,258
Y289,"Contato Com Objeto Cortante ou Penetrante, Intenção Não Determinada",257
W130,Queda de ou Para Fora de Edifícios ou Outras Estruturas,257
P239,Pneumonia Congênita Não Especificada,256
P015,Feto e Recém-nascido Afetados Por Gravidez Múltipla,256
N188,Outra Insuficiência Renal Crônica,255
A310,Infecção Pulmonar Micobacteriana,254
W060,Queda de um Leito,253
N498,Transtornos Inflamatórios de Outros Órgãos Genitais Masculinos Especificados,252
C839,"Linfoma Não-Hodgkin Difuso, Não Especificado",252
Q234,Síndrome do Coração Esquerdo Hipoplásico,251
K290,Gastrite Hemorrágica Aguda,251
E780,Hipercolesterolemia Pura,251
C549,"Neoplasia Maligna do Corpo do Útero, Não Especificado",251
I608,Outras Hemorragias Subaracnóides,250
I319,Doença Não Especificada do Pericárdio,249
G308,Outras Formas de Doença de Alzheimer,249
I200,Angina Instável,247
E126,Diabetes Mellitus Relacionado Com a Desnutrição,247
K572,Doença Diverticular do Intestino Grosso Com Perfuração e Abscesso,246
I498,Outras Arritmias Cardíacas Especificadas,245
C328,Neoplasia Maligna da Laringe Com Lesão Invasiva,245
W139,Queda de ou Para Fora de Edifícios ou Outras Estruturas,244
J129,Pneumonia Viral Não Especificada,244
C768,Neoplasia Maligna de Outras Localizações e Das Mal Definidas Com Lesão Invasiva,244
J40,Bronquite Não Especificada Como Aguda ou Crônica,242
W100,Queda em ou de Escadas ou Degraus,241
G939,Transtorno Não Especificado do Encéfalo,241
C785,Neoplasia Maligna Secundária do Intestino Grosso e do Reto,241
E870,Hiperosmolaridade e Hipernatremia,240
J989,Transtorno Respiratório Não Especificados,239
V439,"Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Ocupante Não Especificado de um Automóvel (carro) Traumatizado em um Acidente de Trânsito",238
Q793,Gastrosquise,238
Q213,Tetralogia de Fallot,238
P002,Feto e Recém-nascido Afetados Por Doenças Infecciosas e Parasitárias da Mãe,238
K801,Calculose da Vesícula Biliar Com Outras Formas de Colecistite,238
D70,Agranulocitose,238
K265,Úlcera Duodenal,237
J961,Insuficiência Respiratória Crônica,237
K409,"Hérnia Inguinal Unilateral ou Não Especificada, Sem Obstrução ou Gangrena",236
K274,Úlcera Péptica de Localização Não Especificada,236
I250,"Doença Cardiovascular Aterosclerótica, Descrita Desta Maneira",235
G610,Síndrome de Guillain-Barré,235
X910,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",234
P399,Infecção Própria do Período Perinatal Não Especificada,233
K469,"Hérnia Abdominal Não Especificada, Sem Obstrução ou Gangrena",232
I672,Aterosclerose Cerebral,232
Y008,Agressão Por Meio de um Objeto Contundente,230
K808,Outras Colelitíases,230
I690,Seqüelas de Hemorragia Subaracnoídea,230
K858,Outras Pancreatites Agudas,229
V204,Motociclista Traumatizado em Colisão Com um Pedestre ou um Animal,228
Q790,Hérnia Diafragmática Congênita,228
Q02,Microcefalia,227
K721,Insuficiência Hepática Crônica,227
Y044,Agressão Por Meio de Força Corporal,223
V235,"Motociclista Traumatizado em Colisão Com um Automóvel (carro), ""pick Up"" ou Caminhonete - Passageiro Traumatizado em um Acidente de Trânsito",223
K639,"Doença do Intestino, Sem Outra Especificação",222
Y839,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Intervenção Cirúrgica, Não Especificada, Sem Menção de Acidente Durante a Intervenção",220
J46,Estado de Mal Asmático,218
I472,Taquicardia Ventricular,218
Y248,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada",216
V092,"Pedestre Traumatizado em um Acidente de Trânsito Envolvendo Outros Veículos e os Não Especificados, a Motor",216
C059,"Neoplasia Maligna do Palato, Não Especificado",216
K768,Outras Doenças Especificadas do Fígado,215
G039,Meningite Não Especificada,215
V449,Ocupante de um Automóvel (carro) Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,214
K766,Hipertensão Portal,214
A153,"Tuberculose Pulmonar, Com Confirmação Por Meio Não Especificado",214
G419,"Estado de Mal Epiléptico, Não Especificado",213
R579,Choque Não Especificado,212
W184,Outras Quedas no Mesmo Nível,211
P038,Feto e Recém-nascido Afetados Por Outras Complicações Especificadas do Trabalho de Parto e do Parto,210
I129,Doença Renal Hipertensiva Sem Insuficiência Renal,210
C919,"Leucemia Linfóide, Não Especificada",210
W109,Queda em ou de Escadas ou Degraus,208
K509,Doença de Crohn de Localização Não Especificada,207
I516,Doença Cardiovascular Não Especificada,207
D65,Coagulação Intravascular Disseminada (síndrome de Desfibrinação),207
E116,Diabetes Mellitus Não-insulino-dependente,206
M009,"Artrite Piogênica, Não Especificada",205
I674,Encefalopatia Hipertensiva,205
E840,Fibrose Cística Com Manifestações Pulmonares,205
W799,Inalação e Ingestão de Alimentos Causando Obstrução do Trato Respiratório,204
K921,Melena,204
K250,Úlcera Gástrica,204
C443,Neoplasia Maligna da Pele de Outras Partes e de Partes Não Especificadas da Face,204
K700,Fígado Gorduroso Alcoólico,203
B550,Leishmaniose Visceral,203
Y834,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Outras Cirurgias Reparadoras, Sem Menção de Acidente Durante a Intervenção",202
P291,Disritmia Cardíaca Neonatal,202
K593,Megacólon Não Classificado em Outra Parte,202
X429,Envenenamento (intoxicação) Acidental Por e Exposição a Narcóticos e Psicodislépticos (alucinógenos) Não Classificados em Outra Parte,201
K37,"Apendicite, Sem Outras Especificações",201
X800,Lesão Autoprovocada Intencionalmente Por Precipitação de um Lugar Elevado,199
V494,"Condutor (motorista) Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor, em um Acidente de Trânsito",199
I421,Cardiomiopatia Obstrutiva Hipertrófica,199
A86,"Encefalite Viral, Não Especificada",199
Y309,"Queda, Salto ou Empurrado de um Lugar Elevado, Intenção Não Determinada",198
K929,"Doença do Aparelho Digestivo, Sem Outra Especificação",198
D471,Doença Mieloproliferativa Crônica,198
P271,Displasia Broncopulmonar Originada no Período Perinatal,197
V279,Motociclista Traumatizado em Colisão Com um Objeto Fixo ou Parado,196
J069,Infecção Aguda Das Vias Aéreas Superiores Não Especificada,196
N178,Outro Tipo de Insuficiência Renal Aguda,195
C793,Neoplasia Maligna Secundária do Encéfalo e Das Meninges Cerebrais,195
X957,Agressão Por Meio de Disparo de Outra Arma de Fogo ou de Arma Não Especificada,194
C241,Neoplasia Maligna da Ampola de Vater,194
A499,Infecção Bacteriana Não Especificada,194
C845,Outros Linfomas de Células T e os Não Especificados,193
D489,Neoplasia de Comportamento Incerto ou Desconhecido Sem Outra Especificação,192
C718,Neoplasia Maligna do Encéfalo Com Lesão Invasiva,189
Y290,"Contato Com Objeto Contundente, Intenção Não Determinada",188
C150,Neoplasia Maligna da Porção Cervical do Esôfago (esôfago Cervical),188
A199,Tuberculose Miliar Não Especificada,188
N119,Nefrite Túbulo-intersticial Crônica Não Especificada,187
P968,Outras Afecções Especificadas Originadas no Período Perinatal,185
I514,Miocardite Não Especificada,185
V685,Ocupante de um Veículo de Transporte Pesado Traumatizado em um Acidente de Transporte Sem Colisão,183
I130,Doença Cardíaca e Renal Hipertensiva Com Insuficiência Cardíaca (congestiva),183
E146,Diabetes Mellitus Não Especificado,183
E100,Diabetes Mellitus Insulino-dependente,183
A047,Enterocolite Devida a Clostridium Difficile,183
Y357,"Intervenção Legal, Meio Não Especificado",182
K573,Doença Diverticular do Intestino Grosso Sem Perfuração ou Abscesso,182
B181,Hepatite Crônica Viral B Sem Agente Delta,182
X995,Agressão Por Meio de Objeto Cortante ou Penetrante,181
N038,Síndrome Nefrítica Crônica,181
J980,Outras Doenças Dos Brônquios Não Classificadas em Outra Parte,181
I830,Varizes Dos Membros Inferiores Com Úlcera,181
B222,Doença Pelo HIV Resultando em Síndrome de Emaciação,181
I738,Outras Doenças Vasculares Periféricas Especificadas,180
X090,"Exposição a Tipo Não Especificado de Fumaça, Fogo ou Chamas",179
N300,Cistite Aguda,179
K804,Calculose de Via Biliar Com Colecistite,178
I358,Outros Transtornos da Valva Aórtica,178
C795,Neoplasia Maligna Secundária Dos Ossos e da Medula Óssea,178
P035,Feto e Recém-nascido Afetados Por Parto Precipitado,177
C969,"Neoplasia Maligna Dos Tecidos Linfático, Hematopoético e Tecidos Correlatos, Não Especificada",177
X640,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",176
K829,"Doença da Vesícula Biliar, Sem Outra Especificação",176
J182,Pneumonia Hipostática Não Especificada,176
I214,Infarto Agudo Subendocárdico do Miocárdio,176
K632,Fístula do Intestino,175
G459,Isquemia Cerebral Transitória Não Especificada,174
D759,Doença Não Especificada do Sangue e Dos Órgãos Hematopoéticos,174
K590,Constipação,173
E871,Hiposmolaridade e Hiponatremia,173
C384,Neoplasia Maligna da Pleura,173
C767,Neoplasia Maligna de Outras Localizações Mal Definidas,172
Q210,Comunicação Interventricular,171
X680,"Auto-intoxicação Por e Exposição, Intencional, a Pesticidas",170
C448,Neoplasia Maligna da Pele Com Lesão Invasiva,170
D479,"Neoplasia de Comportamento Incerto ou Desconhecido Dos Tecidos Linfático, Hematopoético e Tecidos Correlatos, Não Especificada",169
K420,"Hérnia Umbilical Com Obstrução, Sem Gangrena",168
I779,"Afecções de Artérias e Arteríolas, Não Especificadas",168
I744,Embolia e Trombose de Artérias Dos Membros Não Especificadas,168
X720,Lesão Autoprovocada Intencionalmente Por Disparo de Arma de Fogo de Mão,167
V144,Ciclista Traumatizado em Colisão Com um Veículo de Transporte Pesado ou um Ônibus,167
R578,Outras Formas de Choque,167
Q211,Comunicação Interatrial,167
J64,Pneumoconiose Não Especificada,167
I630,Infarto Cerebral Devido a Trombose de Artérias Pré-cerebrais,167
X649,"Auto-intoxicação Por e Exposição, Intencional, a Outras Drogas, Medicamentos e Substâncias Biológicas e às Não Especificadas",165
P249,Síndrome de Aspiração Neonatal Não Especificada,165
G312,Degeneração do Sistema Nervoso Devida ao Álcool,165
V229,Motociclista Traumatizado em Colisão Com um Veículo a Motor de Duas ou Três Rodas,163
Q917,Síndrome de Patau Não Especificada,163
G318,Outras Doenças Degenerativas Especificadas do Sistema Nervoso,163
K404,"Hérnia Inguinal Unilateral ou Não Especificada, Com Gangrena",162
I959,Hipotensão Não Especificada,162
X701,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação",161
W874,Exposição a Corrente Elétrica Não Especificada,161
I313,Derrame Pericárdico (não-inflamatório),161
I272,Outra Hipertensão Pulmonar Secundária,161
O96,"Morte, Por Qualquer Causa Obstétrica, Que Ocorre Mais de 42 Dias, Mas Menos de 1 Ano, Após o Parto",160
X914,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",159
P960,Insuficiência Renal Congênita,159
I613,Hemorragia Intracerebral do Tronco Cerebral,159
C717,Neoplasia Maligna do Tronco Cerebral,159
I803,"Flebite e Tromboflebite Dos Membros Inferiores, Não Especificada",158
Y240,"Disparo de Outra Arma de Fogo e de Arma de Fogo Não Especificada, Intenção Não Determinada",156
I702,Aterosclerose Das Artérias Das Extremidades,155
I515,Degeneração Miocárdica,155
I443,Outras Formas de Bloqueio Atrioventricular e as Não Especificadas,155
D849,Imunodeficiência Não Especificada,155
D329,"Neoplasia Benigna Das Meninges, Não Especificada",155
C184,Neoplasia Maligna do Cólon Transverso,155
X610,"Auto-intoxicação Por e Exposição, Intencional, a Drogas Anticonvulsivantes (antiepilépticos) Sedativos, Hipnóticos, Antiparkinsonianos e Psicotrópicos Não Classificados em Outra Parte",154
V645,Ocupante de um Veículo de Transporte Pesado Traumatizado em Colisão Com um Outro Veículo de Transporte Pesado ou um Ônibus,153
R95,Síndrome da Morte Súbita na Infância,153
I471,Taquicardia Supraventricular,153
M726,Fasciíte Necrosante,152
B659,Esquistossomose Não Especificada,152
K449,Hérnia Diafragmática Sem Obstrução ou Gangrena,151
K261,Úlcera Duodenal,151
J851,Abscesso do Pulmão Com Pneumonia,150
C411,Neoplasia Maligna da Mandíbula,150
G10,Doença de Huntington,149
E660,Obesidade Devida a Excesso de Calorias,149
D376,"Neoplasia de Comportamento Incerto ou Desconhecido do Fígado, Vesícula Biliar e Vias Biliares",149
B205,Doença Pelo HIV Resultando em Outras Micoses,149
C52,Neoplasia Maligna da Vagina,148
K297,Gastrite Não Especificada,147
F99,Transtorno Mental Não Especificado em Outra Parte,147
C761,Neoplasia Maligna do Tórax,147
E785,Hiperlipidemia Não Especificada,146
Y835,"Reação Anormal em Paciente ou Complicação Tardia, Causadas Por Amputação de Membro(s), Sem Menção de Acidente Durante a Intervenção",145
W840,Riscos Não Especificados à Respiração,145
N110,Pielonefrite Não-obstrutiva Crônica Associada a Refluxo,144
G405,Síndromes Epilépticas Especiais,144
C444,Neoplasia Maligna da Pele do Couro Cabeludo e do Pescoço,144
B169,Hepatite Aguda B Sem Agente Delta e Sem Coma Hepático,144
W194,Queda Sem Especificação,143
R568,Outras Convulsões e as Não Especificadas,143
J939,Pneumotórax Não Especificado,143
J168,Pneumonia Devida a Outros Microorganismos Infecciosos Especificados,143
I615,Hemorragia Intracerebral Intraventricular,143
I229,Infarto do Miocárdio Recorrente de Localização Não Especificada,143
I832,Varizes Dos Membros Inferiores Com Úlcera e Inflamação,142
C751,Neoplasia Maligna da Glândula Hipófise (pituitária),142
B171,Hepatite Aguda C,142
X919,"Agressão Por Meio de Enforcamento, Estrangulamento e Sufocação",141
X707,"Lesão Autoprovocada Intencionalmente Por Enforcamento, Estrangulamento e Sufocação",141
V285,Motociclista Traumatizado em um Acidente de Transporte Sem Colisão,141
M329,Lúpus Eritematoso Disseminado (sistêmico) Não Especificado,141
I349,"Transtornos Não-reumáticos da Valva Mitral, Não Especificados",141
D683,Transtorno Hemorrágico Devido a Anticoagulantes Circulantes,141
C438,Melanoma Maligno Invasivo da Pele,141
C049,"Neoplasia Maligna do Assoalho da Boca, Não Especificado",141
K269,Úlcera Duodenal,140
B209,Doença Pelo HIV Resultando em Doença Infecciosa ou Parasitária Não Especificada,140
V800,Queda ou Ejeção de Uma Pessoa Montada em Animal ou Ocupante de um Veículo a Tração Animal em um Acidente Sem Colisão,139
V296,"Motociclista Não Especificado Traumatizado em Colisão Com Outros Veículos e Com Veículos Não Especificados, a Motor em um Acidente de Trânsito",139
